county,confirmed_cases,confirmed_deaths,state,length_of_lockdown,cases,deaths,POP_ESTIMATE_2018,total_state_pop,Active.Physicians.per.100.000.Population..2018..AAMC.,Total.Active.Patient.Care.Physicians.per.100.000.Population..2018..AAMC.,Active.Primary.Care.Physicians.per.100.000.Population..2018..AAMC.,Active.Patient.Care.Primary.Care.Physicians.per.100.000.Population..2018..AAMC.,Active.General.Surgeons.per.100.000.Population..2018..AAMC.,Active.Patient.Care.General.Surgeons.per.100.000.Population..2018..AAMC.,Percentage.of.Active.Physicians.Who.Are.Female..2018..AAMC.,Percentage.of.Active.Physicians.Who.Are.International.Medical.Graduates..IMGs...2018..AAMC.,Percentage.of.Active.Physicians.Who.Are.Age.60.or.Older..2018..AAMC.,MD.and.DO.Student.Enrollment.per.100.000.Population..AY.2018.2019..AAMC.,Student.Enrollment.at.Public.MD.and.DO.Schools.per.100.000.Population..AY.2018.2019..AAMC.,Percentage.Change.in.Student.Enrollment.at.MD.and.DO.Schools..2008.2018..AAMC.,Percentage.of.MD.Students.Matriculating.In.State..AY.2018.2019..AAMC.,Total.Residents.Fellows.in.ACGME.Programs.per.100.000.Population.as.of.December.31..2018..AAMC.,Total.Residents.Fellows.in.Primary.Care.ACGME.Programs.per.100.000.Population.as.of.Dec..31..2018..AAMC.,Percentage.of.Residents.in.ACGME.Programs.Who.Are.IMGs.as.of.December.31..2018..AAMC.,Ratio.of.Residents.and.Fellows..GME..to.Medical.Students..UME...AY.2017.2018..AAMC.,Percent.Change.in.Residents.and.Fellows.in.ACGME.Accredited.Programs..2008.2018..AAMC.,Percentage.of.Physicians.Retained.in.State.from.Undergraduate.Medical.Education..UME...2018..AAMC.,All.Specialties..AAMC.,State.Local.Government.hospital.beds.per.1000.people..2019.,Non.profit.hospital.beds.per.1000.people..2019.,For.profit.hospital.beds.per.1000.people..2019.,Total.hospital.beds.per.1000.people..2019.,Total.nurse.practitioners..2019.,Total.physician.assistants..2019.,Total.Hospitals..2019.,Total.Primary.Care.Physicians..2019.,Surgery.specialists..2019.,Emergency.Medicine.specialists..2019.,Total.Specialist.Physicians..2019.,ICU.Beds,pop_fraction,Length.of.Life.rank,Quality.of.Life.rank,Health.Behaviors.rank,Clinical.Care.rank,Social...Economic.Factors.rank,Physical.Environment.rank,Adult.smoking.percentage,Adult.obesity.percentage,Excessive.drinking.percentage,Population.per.sq.mile,House.per.sq.mile,Share.of.Tests.with.Positive.COVID.19.Results,Number.of.Tests.with.Results.per.1.000.Population
Marion,100,9,Texas,28,1.611603546,0,9928,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757013,0.121142038,0.113546707,1.181039058,0,0.000172951,239,216,224,105,218,134,17,40,16,27.7,16.3,0.072184,20.3
Martin,275,6,Texas,28,0.521467061,0.173822354,5753,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546707,1.181039059,0,0.00010022,235,69,86,162,26,160,14,36,20,5.2,2,0.072184,20.3
Mason,15,0,Texas,28,6.542056075,0,4280,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546707,1.181039059,0,7.46E-05,109,28,5,79,66,82,12,26,17,4.3,2.9,0.072184,20.3
Matagorda,64,5,Texas,28,1.750930182,0.13679142,36552,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0.164149705,0.000636753,202,197,219,167,222,208,16,38,17,33.4,17.1,0.072184,20.3
Maverick,41,0,Texas,28,0.701034453,0,58485,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0.170984013,0.001018837,47,231,213,239,238,171,17,38,15,42.4,13.7,0.072184,20.3
McCulloch,3,0,Texas,28,0.375610367,0,7987,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0,0.000139137,141,117,111,174,75,140,14,35,17,7.8,4,0.072184,20.3
McLennan,96,4,Texas,28,0.377051691,0.015710487,254607,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0.212091576,0.004435377,58,159,185,23,126,223,16,33,19,226.5,91.7,0.072184,20.3
Medina,205,17,Texas,28,0.883721844,0.039276526,50921,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392047,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0,0.000887068,43,82,38,81,64,179,13,34,19,34.7,13.6,0.072184,20.3
Midland,67,8,Texas,28,0.666365354,0.069533776,172578,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0.278135104,0.003006392,48,42,88,46,24,156,13,35,22,152,60.4,0.072184,20.3
Milam,20,1,Texas,28,0.795829852,0.039791493,25131,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0,0.000437794,176,112,174,183,186,191,15,35,17,24.3,11.1,0.072184,20.3
Mitchell,381,32,Texas,28,0.122774708,0,8145,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392045,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0,0.00014189,203,111,104,212,177,38,14,31,22,10.3,4.5,0.072184,20.3
Montague,9,1,Texas,28,0.459277404,0.051030823,19596,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039058,0,0.000341372,209,119,151,161,51,104,15,31,18,21.2,10.9,0.072184,20.3
Montgomery,705,19,Texas,28,1.282734696,0.028768456,590925,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0.164149427,0.010294199,14,16,60,30,37,240,15,26,20,437.5,170.5,0.072184,20.3
Moore,112,10,Texas,28,24.48219688,0.418896905,21485,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039058,0.139632302,0.000374279,74,105,108,222,18,39,15,28,18,24.3,8.8,0.072184,20.3
Morris,3,0,Texas,28,0.729394602,0,12339,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039058,0,0.000214951,240,196,166,109,217,154,15,38,17,51.3,23.9,0.072184,20.3
Motley,1,0,Texas,28,0.810372771,0,1234,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925562,0.203575763,0.018221825,1.069757014,0.121142038,0.113546707,1.181039058,0,2.15E-05,109,108,34,148,132,13,14,28,17,1.2,0.8,0.072184,20.3
Nacogdoches,224,9,Texas,28,3.408866095,0.13696337,65711,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392045,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0.41089011,0.001144717,90,174,225,72,144,195,17,36,19,68.2,29,0.072184,20.3
Navarro,37,2,Texas,28,0.746494502,0.040351054,49565,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392047,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0.181579744,0.000863446,172,185,187,88,145,149,16,30,17,47.3,20,0.072184,20.3
Newton,3,0,Texas,28,0.290993744,0,13746,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0,0.000239462,210,136,180,104,226,75,15,36,18,15.5,7.6,0.072184,20.3
Nolan,2,0,Texas,28,0.135584028,0,14751,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039058,0.338960071,0.00025697,200,148,194,112,134,33,15,36,18,16.7,7.8,0.072184,20.3
Nueces,186,3,Texas,28,0.513436297,0.008281231,362265,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0.317447173,0.006310831,78,176,101,24,187,210,14,33,20,405.8,168.2,0.072184,20.3
Ochiltree,40,1,Texas,28,4.021312959,0.100532824,9947,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0,0.000173282,31,51,68,224,29,58,15,24,20,11.1,4.4,0.072184,20.3
Oldham,41,0,Texas,28,1.40778977,0.469263257,2131,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0,3.71E-05,109,41,89,26,39,8,15,23,19,1.4,0.6,0.072184,20.3
Orange,4025,80,Texas,28,1.017087063,0.02393146,83572,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0,0.001455865,227,175,227,76,180,194,16,41,18,245.3,105.8,0.072184,20.3
Palo Pinto,9,2,Texas,28,0.311688312,0.069264069,28875,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0.277056277,0.000503016,184,149,178,176,130,181,16,32,18,29.5,16,0.072184,20.3
Panola,45,2,Texas,28,6.436841196,0.345602212,23148,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0,0.000403249,218,106,200,118,141,205,16,37,18,29.7,13.6,0.072184,20.3
Parker,47,0,Texas,28,0.339666549,0,138371,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0.144538957,0.00241049,26,6,82,41,12,207,14,35,19,129.4,51.6,0.072184,20.3
Parmer,22,0,Texas,28,2.230332522,0,9864,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757013,0.121142038,0.113546708,1.181039058,0,0.000171836,71,103,155,182,27,25,15,40,18,11.7,4.3,0.072184,20.3
Pecos,20,0,Texas,28,1.276079883,0,15673,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0,0.000273031,18,157,169,214,197,83,14,46,19,3.3,1.2,0.072184,20.3
Polk,7,0,Texas,28,0.799504307,0,50031,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392045,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0.159900861,0.000871564,228,107,229,49,212,186,16,44,18,43,21.5,0.072184,20.3
Potter,4,0,Texas,28,11.87650441,0.175514844,119648,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0.82742712,0.002084326,219,218,236,44,168,66,18,37,17,133.3,52,0.072184,20.3
Rains,2,0,Texas,28,0.164487211,0,12159,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039058,0,0.000211816,158,43,79,191,115,225,14,31,18,47.6,23,0.072184,20.3
Randall,444,4,Texas,28,3.258213413,0.029353274,136271,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0,0.002373907,37,30,29,8,10,96,13,27,21,132.4,56.6,0.072184,20.3
Red River,37,6,Texas,28,2.299794661,0,12175,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0,0.000212094,234,223,239,103,191,180,17,39,16,12.4,6.6,0.072184,20.3
Reeves,1,0,Texas,28,0.063714559,0,15695,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0,0.000273414,105,142,102,231,104,61,15,28,20,5.2,1.8,0.072184,20.3
Refugio,3,0,Texas,28,0.42662116,0,7032,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546707,1.181039059,0,0.000122501,163,158,27,163,158,166,14,22,17,9.6,4.8,0.072184,20.3
Roberts,14,0,Texas,28,2.214839424,0,903,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392045,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0,1.57E-05,46.90747826,47.57217391,48.40382609,46.808,47.648,49.47965217,13,23,21,1,0.5,0.072184,20.3
Robertson,245,0,Texas,28,0.347141865,0,17284,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0,0.000301096,223,180,173,149,147,87,15,37,17,19.4,9.9,0.072184,20.3
Rockwall,116,4,Texas,28,1.152428544,0.039738915,100657,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757013,0.121142038,0.113546708,1.181039058,0.059608373,0.001753494,6,10,20,7,1,144,13,25,21,616.7,219.9,0.072184,20.3
Runnels,2,0,Texas,28,0.195427008,0,10234,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0,0.000178281,49,98,107,92,73,86,15,29,17,10,5,0.072184,20.3
Rusk,40,1,Texas,28,0.734618916,0.018365473,54450,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0,0.000948545,148,122,222,129,119,218,17,39,19,57.7,22.9,0.072184,20.3
Sabine,28,0,Texas,28,0.283312872,0,10589,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039058,0,0.000184465,238,170,142,130,229,211,16,32,15,22,16.3,0.072184,20.3
San Augustine,22,1,Texas,28,2.67249757,0.121477162,8232,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546707,1.181039059,0,0.000143405,244,215,221,97,232,226,17,40,15,16.7,10.1,0.072184,20.3
San Jacinto,11,0,Texas,28,0.383021693,0,28719,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0,0.000500299,208,169,161,218,216,227,17,30,17,46.3,23.2,0.072184,20.3
San Patricio,22,0,Texas,28,0.328883441,0,66893,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0,0.001165308,154,171,179,63,214,201,15,40,18,93.5,38.2,0.072184,20.3
Scurry,2,0,Texas,28,0.118581762,0,16866,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039058,0,0.000293814,55,133,171,86,100,19,15,30,20,18.7,7.7,0.072184,20.3
Shackelford,1,0,Texas,28,0.307408546,0,3253,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0,5.67E-05,109,75,46,77,6,121,14,28,18,3.7,1.9,0.072184,20.3
Shelby,381,18,Texas,28,6.412778346,0.196710992,25418,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0,0.000442794,211,195,198,181,193,148,17,27,17,32,14.9,0.072184,20.3
Sherman,5,0,Texas,28,7.469957778,0,3079,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925562,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0,5.36E-05,109,37,23,184,17,3,13,28,19,3.3,1.4,0.072184,20.3
Smith,2,0,Texas,28,0.807919347,0.01737461,230221,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0.842668566,0.004010561,63,99,167,11,91,228,16,34,18,227.6,94.8,0.072184,20.3
Starr,14,0,Texas,28,0.216970167,0,64525,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0,0.001124057,30,242,244,240,243,141,19,38,14,49.8,16,0.072184,20.3
Stephens,94,1,Texas,28,0.212021626,0,9433,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0,0.000164327,198,164,158,227,196,50,16,31,18,10.7,5.5,0.072184,20.3
Swisher,13,0,Texas,28,1.742160279,0,7462,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0,0.000129992,185,200,143,186,210,52,17,24,17,8.8,3.6,0.072184,20.3
Tarrant,4076,114,Texas,28,1.954980764,0.054678068,2084931,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0.196169561,0.036320505,21,96,52,36,67,235,14,30,19,2094.7,827.7,0.072184,20.3
Taylor,3,0,Texas,28,2.83347864,0.043591979,137640,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039058,0.799186283,0.002397755,182,155,149,16,95,113,15,32,20,143.6,60.9,0.072184,20.3
Terry,12,0,Texas,28,0.976641979,0,12287,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039058,0,0.000214045,188,217,209,207,192,67,16,34,18,14.2,5.4,0.072184,20.3
Titus,59,0,Texas,28,1.786092695,0,33033,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0.24218206,0.000575451,57,130,181,169,185,128,16,31,17,79.6,29.7,0.072184,20.3
Tom Green,59,1,Texas,28,0.499200433,0.008461024,118189,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039059,0.245369704,0.002058909,66,86,87,27,78,41,14,29,20,72.4,30.6,0.072184,20.3
Travis,2288,72,Texas,28,1.832242503,0.057657981,1248743,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039058,0.235436755,0.021753706,5,9,18,3,30,215,12,22,25,1034.4,445.6,0.072184,20.3
Trinity,2,0,Texas,28,0.746268657,0,14740,57403690,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046,0.3,1,1,2.3,0.344925561,0.203575763,0.018221825,1.069757014,0.121142038,0.113546708,1.181039058,0,0.000256778,241,173,214,144,199,187,17,40,15,21,12.6,0.072184,20.3
